DurationOfPitch,NumberOfFollowups,NumberOfTrips,MonthlyIncome,CityTier,ProductPitched,PreferredPropertyStar,Passport,PitchSatisfactionScore,Designation,MaritalStatus_Married,MaritalStatus_Unmarried
-1.0360518505923757,5.0,3.0,1.5595643844603981,1,3,3.0,0,3,3,1,0
-0.7881715783647478,3.0,7.0,-0.1430985798651211,3,1,3.0,0,5,1,1,0
2.0624515522529734,4.0,5.0,-0.08289042107077912,1,2,3.0,1,3,0,1,0
-1.1599919867061896,4.0,2.0,1.1046362898860447,1,1,4.0,0,3,1,0,1
0.9469903272286477,4.0,4.0,2.9409851331134744,3,1,3.0,1,5,1,0,1
-1.1599919867061896,3.0,5.0,-0.37482076996176616,3,2,3.0,0,2,0,0,1
-0.9121117144785618,4.0,2.0,-1.4742138274202934,1,0,3.0,0,5,2,0,1
-1.1599919867061896,3.0,2.0,0.9974895336105873,1,1,5.0,0,4,1,0,0
-0.16847089779567795,4.0,2.0,-0.6764557233952623,1,2,4.0,0,1,0,1,0
-0.16847089779567795,3.0,3.0,1.2300039363229476,1,3,3.0,1,3,3,1,0
-0.2924110339094919,5.0,3.0,-0.7263651181853089,3,0,3.0,0,1,2,0,1
-0.04453076168186398,3.0,5.0,-0.6336762421466509,1,2,5.0,0,3,0,1,0
-0.7881715783647478,4.0,4.0,-0.1617155763344242,3,2,3.0,0,5,0,0,0
-0.9121117144785618,1.0,1.0,-1.111776555730669,1,0,3.0,1,1,2,1,0
-0.6642314422509338,4.0,3.0,2.013304160111179,1,4,3.0,0,3,4,1,0
-0.41635117002330585,4.0,2.0,0.7120949387992493,3,2,5.0,0,1,0,0,1
2.434271960594415,6.0,5.0,1.201088175849349,3,1,5.0,0,5,1,1,0
0.20334951054576395,4.0,4.0,1.262880759875121,1,1,3.0,0,1,1,0,1
1.0709304633424617,2.0,5.0,-0.9620483713605291,1,0,3.0,0,5,2,0,0
-0.9121117144785618,3.0,7.0,1.8449589792717362,1,3,3.0,0,5,3,1,0
-0.7881715783647478,4.0,5.0,-0.5041494794772441,3,0,5.0,0,3,2,1,0
-0.16847089779567795,4.0,2.0,-1.2700210257197453,1,2,4.0,1,1,0,1,0
0.9469903272286477,4.0,2.0,0.6243573916088102,3,1,4.0,0,2,1,0,0
-0.2924110339094919,3.0,1.0,0.622971019531309,1,1,3.0,0,4,1,1,0
-0.04453076168186398,4.0,6.0,-0.06843254083397991,1,2,3.0,1,2,0,1,0
-0.7881715783647478,4.0,7.0,-0.4659252207689941,1,0,3.0,1,1,2,0,1
-0.16847089779567795,1.0,1.0,0.5685064022009009,1,1,5.0,1,2,1,0,0
0.20334951054576395,4.0,3.0,-0.509100808325463,3,0,4.0,0,1,2,1,0
0.07940937443194998,0.0,1.0,-0.7121052911024384,3,2,3.0,0,1,0,0,1
-1.1599919867061896,1.0,3.0,1.65165910103727,1,3,3.0,0,1,3,0,1
1.6906311439115316,4.0,3.0,-0.2813396813073931,3,0,3.0,0,1,2,0,1
0.32728964665957794,4.0,3.0,0.38926829789537626,1,2,5.0,1,2,0,0,0
1.1948705994562756,4.0,8.0,0.10743865985475583,1,2,5.0,1,1,0,1,0
-0.7881715783647478,5.0,5.0,0.37896953389108096,1,2,3.0,0,2,0,0,1
2.0624515522529734,4.0,2.0,-1.2906185537283361,1,0,3.0,0,1,2,1,0
-0.9121117144785618,3.0,7.0,1.8449589792717362,1,3,3.0,0,5,3,0,0
-1.1599919867061896,3.0,1.0,1.7534584221566507,1,3,3.0,0,5,3,1,0
-0.41635117002330585,1.0,1.0,0.9242098666569475,3,3,5.0,0,3,3,1,0
-0.5402913061371198,4.0,1.0,-1.1050427484970913,3,0,3.0,0,1,2,0,1
1.8145712800253455,4.0,3.0,1.07829522041352,1,1,3.0,0,3,1,1,0
1.9385114161391594,4.0,5.0,-0.9634347434380304,1,2,3.0,0,2,0,0,1
0.8230501911148338,4.0,7.0,-0.6835856369366975,1,2,3.0,0,5,0,0,1
1.5666910077977176,3.0,5.0,-1.2702190788736742,1,0,3.0,1,1,2,1,0
-0.7881715783647478,5.0,3.0,-0.3116418138584928,3,0,3.0,1,2,2,0,1
-0.2924110339094919,4.0,1.0,0.4791844297790317,1,1,3.0,0,1,1,0,1
-1.0360518505923757,4.0,3.0,1.1062207151174748,3,1,5.0,0,2,1,1,0
-0.2924110339094919,4.0,8.0,0.014551730662169051,1,2,4.0,0,4,0,1,0
-0.04453076168186398,1.0,2.0,-1.1359390405099772,1,0,4.0,0,5,2,1,0
2.0624515522529734,4.0,3.0,-0.06506563721719105,3,2,3.0,0,3,0,1,0
-1.1599919867061896,4.0,2.0,-1.1307896585078296,1,0,4.0,0,4,2,0,1
1.6906311439115316,3.0,2.0,-1.2226863219307726,1,0,3.0,0,3,2,1,0
-0.6642314422509338,4.0,6.0,-0.5504939174965732,1,0,4.0,0,4,2,0,1
-0.7881715783647478,4.0,3.0,2.3537575317147117,1,3,3.0,1,4,3,1,0
-0.9121117144785618,4.0,1.0,2.0396452295837038,2,4,3.0,0,1,4,1,0
-0.9121117144785618,3.0,2.0,1.8574363279692478,1,3,5.0,0,5,3,1,0
-0.2924110339094919,4.0,3.0,-0.7556769849667648,3,0,4.0,0,5,2,0,0
-1.0360518505923757,4.0,3.0,-0.10863733108151748,1,2,3.0,0,3,0,0,0
-0.41635117002330585,4.0,3.0,-0.39937936104893196,3,0,3.0,1,1,2,0,1
-1.1599919867061896,4.0,2.0,-1.2331831390889967,1,0,5.0,1,2,2,0,0
-0.04453076168186398,5.0,2.0,-0.500188416398669,3,0,3.0,0,1,2,0,1
-1.0360518505923757,5.0,3.0,0.3181672156349527,1,2,3.0,0,2,0,0,0
-0.6642314422509338,3.0,1.0,-0.23737188113520918,1,2,3.0,1,4,0,0,0
-0.7881715783647478,4.0,3.0,-0.47364929377221565,3,0,4.0,0,3,2,0,0
-0.6642314422509338,4.0,1.0,0.4573985828468685,3,1,3.0,0,1,1,1,0
-0.9121117144785618,3.0,5.0,-1.1888192326089553,1,0,3.0,0,5,2,0,0
-0.04453076168186398,2.0,2.0,1.3557676890677077,1,1,5.0,0,3,1,1,0
-1.0360518505923757,4.0,4.0,2.3678193056436534,1,3,5.0,0,3,3,1,0
1.6906311439115316,5.0,2.0,-1.1749555118339423,1,0,3.0,0,3,2,1,0
0.07940937443194998,3.0,2.0,1.6879028282062325,1,3,5.0,1,3,3,1,0
-0.2924110339094919,4.0,2.0,-0.23737188113520918,3,2,5.0,0,3,0,0,1
-0.9121117144785618,4.0,1.0,-1.2211018966993425,1,0,3.0,1,2,2,1,0
-0.9121117144785618,3.0,1.0,0.4738369946229553,1,1,3.0,0,1,1,0,1
-0.04453076168186398,3.0,2.0,-0.23737188113520918,3,2,3.0,0,1,0,0,1
0.20334951054576395,5.0,2.0,0.39303130782002266,3,2,4.0,0,5,0,1,0
0.20334951054576395,4.0,5.0,0.23954011352523638,2,2,3.0,0,3,0,1,0
2.3103318244806013,2.0,2.0,-1.0545391942452584,1,0,3.0,1,2,2,0,0
-1.1599919867061896,3.0,5.0,-0.5908967608980394,1,2,3.0,0,1,0,1,0
1.5666910077977176,5.0,2.0,-0.5092988614793919,1,0,5.0,0,3,2,1,0
0.6991100550010199,3.0,6.0,2.0865838270648194,1,4,4.0,0,3,4,0,0
-0.16847089779567795,1.0,1.0,0.6273281889177416,1,1,5.0,0,3,1,1,0
0.5751699188872058,4.0,7.0,-0.1981573566573154,3,2,4.0,0,3,0,0,1
-0.7881715783647478,3.0,4.0,1.7665299303159487,3,3,3.0,0,1,3,1,0
-0.9121117144785618,4.0,3.0,-0.9980940453755628,1,0,5.0,1,3,2,0,1
1.4427508716839037,3.0,5.0,1.847731723426739,3,3,3.0,1,5,3,1,0
-0.04453076168186398,3.0,4.0,-1.2773489924151094,1,0,5.0,0,1,2,0,1
0.32728964665957794,5.0,3.0,-0.44909070268504986,1,0,5.0,1,3,2,0,1
-1.1599919867061896,3.0,2.0,-0.22449842612984,1,1,5.0,0,4,1,1,0
0.8230501911148338,3.0,5.0,-0.1809267322655136,1,1,3.0,1,1,1,1,0
-0.7881715783647478,5.0,3.0,-0.1417122077876198,1,2,3.0,0,4,0,1,0
-0.7881715783647478,6.0,4.0,0.10644839408511204,3,2,3.0,1,3,0,1,0
-0.5402913061371198,4.0,3.0,-0.5049416920929591,1,0,3.0,0,1,2,0,1
-0.04453076168186398,4.0,2.0,-0.23737188113520918,3,2,4.0,0,4,0,1,0
1.6906311439115316,3.0,1.0,-1.25655341125259,1,0,3.0,0,3,2,0,1
-0.04453076168186398,3.0,3.0,-1.249225444557226,1,0,5.0,0,1,2,1,0
0.07940937443194998,4.0,3.0,-0.5126657650961807,1,0,4.0,0,3,2,0,1
0.5751699188872058,4.0,5.0,0.9875868759141495,3,2,3.0,1,5,0,0,1
-1.1599919867061896,3.0,5.0,-0.20885222696946823,1,1,3.0,0,5,1,0,1
1.1948705994562756,4.0,5.0,2.3701959434907987,3,3,4.0,0,2,3,0,1
-0.41635117002330585,5.0,3.0,0.17358841326696048,3,2,3.0,1,3,0,0,1
-0.2924110339094919,3.0,2.0,-0.6606114710809617,1,1,5.0,0,2,1,1,0
0.4512297827733919,4.0,5.0,0.04346749113576749,3,2,3.0,1,1,0,1,0
-0.7881715783647478,4.0,5.0,0.22844913690522603,3,1,3.0,0,2,1,0,0
-0.2924110339094919,2.0,4.0,0.6673349260113504,3,1,3.0,0,4,1,1,0
-0.7881715783647478,2.0,3.0,0.11971795539833874,1,2,3.0,0,3,0,0,0
-1.1599919867061896,3.0,5.0,-1.059688576247406,2,0,3.0,1,3,2,1,0
0.9469903272286477,3.0,1.0,0.43442441699113277,1,1,3.0,0,5,1,1,0
-1.1599919867061896,3.0,2.0,-0.23737188113520918,1,2,5.0,0,5,0,0,0
-0.6642314422509338,2.0,3.0,-1.1341565621246184,1,0,5.0,0,4,2,0,0
-0.04453076168186398,4.0,2.0,-0.21538798104911722,1,2,3.0,0,2,0,0,1
2.434271960594415,3.0,2.0,-1.2159525146971948,1,2,3.0,0,3,0,0,1
-0.7881715783647478,4.0,3.0,-0.5231625822544047,1,0,4.0,0,4,2,1,0
-1.1599919867061896,3.0,4.0,1.9065535101435795,1,4,4.0,1,2,4,0,0
0.07940937443194998,3.0,2.0,-0.23737188113520918,1,0,4.0,0,1,2,1,0
-0.7881715783647478,4.0,4.0,-1.1024680574960175,1,0,3.0,0,2,2,0,0
-0.41635117002330585,1.0,2.0,-1.3753853036098438,1,0,5.0,1,3,2,0,0
-1.0360518505923757,4.0,3.0,-0.4247301647518128,1,0,3.0,0,4,2,1,0
-1.1599919867061896,3.0,5.0,-0.5550491400369345,2,2,3.0,1,5,0,1,0
0.07940937443194998,3.0,2.0,-0.5702992328894488,3,2,3.0,1,3,0,0,1
1.1948705994562756,4.0,3.0,0.1626954898008789,1,2,3.0,1,3,0,1,0
-0.7881715783647478,5.0,2.0,0.066639710145432,2,2,3.0,0,3,0,0,0
1.5666910077977176,5.0,1.0,-0.23737188113520918,1,0,3.0,0,4,2,0,1
-0.04453076168186398,4.0,4.0,1.9584434364729137,1,3,3.0,1,3,3,1,0
0.20334951054576395,3.0,1.0,0.23617320990844753,3,1,3.0,0,5,1,0,0
0.32728964665957794,4.0,2.0,-0.5483153328033569,1,0,5.0,0,5,2,0,0
-0.7881715783647478,4.0,2.0,-0.01238349827214183,3,2,4.0,0,5,0,0,0
0.07940937443194998,4.0,2.0,-0.4132430818239449,1,0,3.0,0,1,2,1,0
0.8230501911148338,3.0,3.0,-0.99056802552627,3,1,3.0,0,5,1,1,0
2.3103318244806013,1.0,2.0,-1.0545391942452584,1,0,3.0,1,1,2,1,0
1.4427508716839037,2.0,2.0,-0.9866069624476949,1,0,5.0,1,3,2,0,0
0.9469903272286477,2.0,5.0,0.08446449399902008,1,2,3.0,0,1,0,1,0
-1.1599919867061896,4.0,2.0,-1.253186507635801,1,0,5.0,0,4,2,1,0
1.6906311439115316,4.0,3.0,0.25974153522596954,1,2,3.0,1,5,0,0,0
1.1948705994562756,1.0,7.0,-1.1460397513603438,1,0,3.0,1,3,2,1,0
-0.6642314422509338,3.0,5.0,-1.26130668694688,3,0,3.0,0,4,2,1,0
-0.9121117144785618,3.0,2.0,-1.4165803596270252,1,0,4.0,0,3,2,0,1
-0.16847089779567795,1.0,3.0,-1.1343546152785473,1,0,3.0,1,3,2,1,0
-0.7881715783647478,4.0,3.0,2.4272352518222804,1,0,5.0,1,1,2,1,0
-0.2924110339094919,3.0,6.0,-0.23737188113520918,3,2,4.0,0,4,0,1,0
-0.9121117144785618,4.0,1.0,1.6332401577218956,1,3,3.0,0,4,3,0,0
1.4427508716839037,4.0,4.0,0.4086775069803944,3,2,3.0,0,2,0,1,0
0.20334951054576395,4.0,2.0,-0.41304502867001613,1,0,5.0,1,3,2,1,0
-1.1599919867061896,3.0,2.0,-0.4643407955375641,3,2,3.0,1,3,0,0,0
0.07940937443194998,4.0,3.0,-0.5033572668615292,1,0,3.0,1,2,2,0,0
2.0624515522529734,5.0,2.0,0.17101372226588665,1,2,3.0,0,3,0,1,0
-0.04453076168186398,6.0,3.0,-0.47860062262043457,1,0,5.0,0,1,2,1,0
-0.7881715783647478,4.0,4.0,-0.45305176576362494,1,0,3.0,0,3,2,0,1
-0.9121117144785618,4.0,7.0,-0.5126657650961807,1,2,5.0,0,4,0,1,0
1.0709304633424617,3.0,2.0,-1.171192501909296,1,0,3.0,0,1,2,0,1
-0.7881715783647478,3.0,1.0,-0.15636814117834777,1,2,3.0,0,1,0,0,1
0.9469903272286477,5.0,8.0,0.04485386321326879,1,2,3.0,0,5,0,0,1
-1.0360518505923757,3.0,1.0,-0.9836361651387635,1,0,4.0,1,4,2,1,0
-0.9121117144785618,3.0,1.0,-1.1563385153646393,1,0,5.0,0,3,2,0,0
-0.2924110339094919,4.0,2.0,1.6795845957412245,1,1,5.0,0,3,1,1,0
-0.9121117144785618,3.0,5.0,-0.6705141287773996,3,2,3.0,0,2,0,0,1
-1.0360518505923757,4.0,4.0,-0.5548510868830058,1,0,5.0,0,5,2,0,0
-1.0360518505923757,4.0,4.0,1.7300881499930576,1,1,3.0,1,3,1,1,0
0.07940937443194998,3.0,2.0,-1.29477766996084,1,0,4.0,0,1,2,1,0
-0.5402913061371198,3.0,1.0,-1.099497260187086,3,1,4.0,1,4,1,0,1
1.8145712800253455,4.0,5.0,-0.1690435430297882,1,0,5.0,1,4,2,1,0
-0.9121117144785618,3.0,1.0,0.9909537795309384,1,1,3.0,0,4,1,1,0
1.4427508716839037,4.0,3.0,-0.209050280123397,1,0,3.0,0,3,2,1,0
0.20334951054576395,4.0,3.0,-0.38254484296498764,1,0,3.0,1,3,2,0,1
0.07940937443194998,4.0,3.0,-0.5033572668615292,1,0,3.0,1,1,2,1,0
-0.7881715783647478,4.0,5.0,-0.5041494794772441,3,0,5.0,0,3,2,1,0
-0.2924110339094919,5.0,3.0,-0.745774327270327,1,0,3.0,0,5,2,0,1
-0.16847089779567795,4.0,4.0,-0.0375362488210939,1,0,3.0,0,3,2,0,1
-0.5402913061371198,4.0,2.0,-0.23737188113520918,1,2,3.0,0,4,0,1,0
-0.41635117002330585,2.0,1.0,0.9242098666569475,3,3,5.0,0,3,3,0,0
-1.1599919867061896,1.0,2.0,-1.1292052332763995,2,0,3.0,0,4,2,0,0
-1.1599919867061896,4.0,3.0,-0.9616522650526715,1,0,3.0,0,3,2,1,0
-0.9121117144785618,4.0,2.0,0.19834505750805506,1,2,3.0,0,4,0,1,0
-0.04453076168186398,4.0,1.0,-0.23737188113520918,1,0,3.0,0,1,2,0,1
0.07940937443194998,1.0,2.0,-0.9982920985294915,1,0,3.0,0,1,2,0,1
-0.7881715783647478,4.0,8.0,-0.559604362577296,1,0,5.0,1,5,2,0,0
-0.9121117144785618,3.0,1.0,-1.0901887619524344,3,0,5.0,0,5,2,1,0
0.32728964665957794,3.0,1.0,-0.38987280966035165,3,2,3.0,0,1,0,0,1
-0.2924110339094919,4.0,4.0,-0.23737188113520918,1,2,3.0,1,1,0,1,0
-0.5402913061371198,3.0,3.0,-1.1541599306714228,1,0,4.0,0,3,2,0,1
-0.6642314422509338,4.0,6.0,-0.07576050752934389,1,2,4.0,0,1,0,0,1
0.32728964665957794,3.0,5.0,-0.6437769529970174,1,2,4.0,0,3,0,1,0
0.5751699188872058,3.0,2.0,-1.2498196040190122,1,0,5.0,1,4,2,1,0
0.32728964665957794,4.0,3.0,1.4492487777220808,1,1,3.0,1,3,1,1,0
2.0624515522529734,4.0,3.0,-0.5635654256558711,1,0,4.0,1,3,2,1,0
-0.6642314422509338,4.0,3.0,-0.23281665859484776,1,0,4.0,0,3,2,1,0
1.3188107355700895,5.0,3.0,0.45660637023115347,1,1,5.0,1,3,1,1,0
-1.2839321228200036,3.0,1.0,0.37619678973607834,1,1,4.0,0,3,1,0,1
-1.1599919867061896,4.0,2.0,-0.975119879519827,1,0,3.0,1,1,2,1,0
-1.0360518505923757,4.0,2.0,0.10011069315939185,1,2,5.0,0,3,0,1,0
1.5666910077977176,4.0,6.0,1.018087061619178,1,2,4.0,0,3,0,1,0
-0.9121117144785618,3.0,4.0,-1.1688158640621509,3,0,3.0,1,3,2,0,1
1.0709304633424617,3.0,6.0,0.3924371483582364,1,1,3.0,0,3,1,1,0
-0.2924110339094919,4.0,5.0,0.14051353656085816,1,2,5.0,1,4,0,1,0
0.6991100550010199,4.0,1.0,0.587123398670204,1,1,3.0,1,5,1,1,0
0.20334951054576395,4.0,3.0,0.1581402672605175,3,2,3.0,1,3,0,0,1
-0.5402913061371198,3.0,4.0,-0.4057170619746522,1,0,5.0,0,4,2,0,0
-0.41635117002330585,5.0,7.0,1.1105778845039074,3,1,5.0,1,5,1,1,0
-1.1599919867061896,4.0,2.0,2.107973567689125,2,4,3.0,0,2,4,0,0
-0.9121117144785618,3.0,3.0,1.606899088249371,1,3,3.0,1,5,3,0,1
0.9469903272286477,4.0,2.0,0.10644839408511204,3,2,5.0,0,4,0,0,1
-1.0360518505923757,5.0,3.0,-0.38313900242677396,1,0,3.0,1,4,2,1,0
-0.6642314422509338,5.0,7.0,-0.41898662328787883,2,2,4.0,0,5,0,1,0
-1.1599919867061896,4.0,7.0,-1.230608448087923,1,0,4.0,0,3,2,1,0
2.186391688366787,4.0,2.0,-0.07972157060791903,3,2,3.0,0,4,0,1,0
0.5751699188872058,5.0,3.0,2.4272352518222804,1,3,4.0,1,3,3,1,0
2.0624515522529734,5.0,5.0,1.7742540033191703,1,3,3.0,0,5,3,0,0
-0.7881715783647478,4.0,6.0,1.0893861970335303,3,1,3.0,1,3,1,1,0
-1.0360518505923757,1.0,2.0,-1.2226863219307726,1,1,4.0,0,3,1,0,1
1.4427508716839037,3.0,1.0,-0.614861192523419,3,2,3.0,1,5,0,0,1
1.0709304633424617,5.0,2.0,0.7833940742136016,1,1,3.0,0,1,1,1,0
-1.0360518505923757,2.0,4.0,2.3800986011872363,1,3,3.0,0,2,3,0,1
1.4427508716839037,1.0,2.0,-1.162082056828573,3,0,3.0,0,3,2,0,1
0.8230501911148338,3.0,1.0,-0.99056802552627,1,0,3.0,0,3,2,1,0
-0.6642314422509338,4.0,2.0,0.5720713589716185,1,2,3.0,0,1,0,0,1
-0.7881715783647478,4.0,3.0,2.8459196192276717,1,4,3.0,1,1,4,1,0
-0.9121117144785618,3.0,1.0,-1.1973355182278917,1,0,3.0,0,3,2,0,1
0.07940937443194998,4.0,2.0,-1.4548046183352752,3,0,3.0,0,2,2,0,1
1.6906311439115316,6.0,2.0,-0.1262640617811768,1,0,3.0,0,4,2,0,1
2.434271960594415,3.0,4.0,-0.4524576063018387,1,2,3.0,0,1,0,1,0
-0.2924110339094919,1.0,2.0,-0.582380475279103,3,2,5.0,1,3,0,1,0
-0.16847089779567795,6.0,3.0,2.991686740519236,1,4,3.0,0,4,4,1,0
1.3188107355700895,3.0,4.0,0.2532057811463206,1,1,3.0,0,3,1,0,0
-1.0360518505923757,5.0,3.0,0.051191564138988996,1,2,3.0,1,2,0,0,0
-0.7881715783647478,3.0,5.0,0.6441627070016859,3,2,4.0,0,3,0,0,0
0.07940937443194998,4.0,3.0,2.8819652932427053,1,4,3.0,0,4,4,1,0
-0.9121117144785618,3.0,2.0,1.698795751672314,1,0,5.0,1,1,2,1,0
0.9469903272286477,4.0,4.0,-0.132601762706897,3,2,4.0,0,1,0,0,1
-1.0360518505923757,2.0,3.0,-0.1644883204894268,3,2,5.0,0,4,0,1,0
-0.7881715783647478,5.0,2.0,-0.4124508692082299,3,0,3.0,0,5,2,0,1
0.07940937443194998,5.0,3.0,-0.5271236453329798,1,0,3.0,0,4,2,0,1
0.20334951054576395,3.0,4.0,1.8031697637927686,3,3,3.0,0,4,3,0,0
-0.9121117144785618,3.0,4.0,-1.2325889796272105,3,0,5.0,0,3,2,1,0
0.6991100550010199,3.0,1.0,-1.2236765877004163,1,0,5.0,0,1,2,1,0
-0.9121117144785618,3.0,4.0,0.48136301447224805,1,1,4.0,0,1,1,1,0
-1.1599919867061896,3.0,2.0,-0.4435452143750446,1,2,3.0,0,3,0,1,0
-0.04453076168186398,3.0,5.0,0.4387815863775654,3,1,5.0,1,2,1,1,0
-0.7881715783647478,4.0,2.0,-0.4562206162264851,1,0,3.0,0,4,2,0,1
-1.0360518505923757,5.0,3.0,-0.5247470074858348,1,0,5.0,0,4,2,1,0
